nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT05967260,Oregon Health and Science University,OTHER,DailyDose Smart Snack Study for T1D on MDI,COMPLETED,,,False,False,True,NA,['Type 1 Diabetes Mellitus With Hypoglycemia'],"['Decision Support', 'Dexcom CGM']"
NCT06713226,VUNO Inc.,INDUSTRY,Clinical Performance Evaluation of the Hativ P30,NOT_YET_RECRUITING,,,False,False,True,NA,['Arrhythmia'],
NCT06575348,"University of Wisconsin, Madison",OTHER,"Evaluation of YouControl-AFib, a mHealth Application for Persons With Atrial Fibrillation",RECRUITING,,"[{'name': 'National Center for Advancing Translational Sciences (NCATS)', 'class': 'NIH'}]",,False,True,NA,['Atrial Fibrillation'],"['physical exercise', 'application', 'supportive care']"
NCT05053243,University of Oklahoma,OTHER,Clinical Validation of the AliveCor Kardia 12L and 6L Devices,COMPLETED,,,,False,True,NA,['Arrhythmia'],
NCT06883812,University of Southern California,OTHER,Continuous Glucose Monitoring in Prediabetes with Health Education Videos,RECRUITING,,"[{'name': 'National Institute on Minority Health and Health Disparities (NIMHD)', 'class': 'NIH'}]",True,False,True,NA,['Prediabetes'],"['Prediabetes', 'Glucose control', 'Feedback', 'Health education', 'Artificial intelligence', 'Behavioral analysis']"
NCT05617001,University of Oklahoma,OTHER,Clinical Validation and Safety of the AC 12L ECG System Against a Standard of Care 12-Lead ECG (AC 12L ECG),RECRUITING,,,,False,True,NA,['Arrhythmia'],
NCT04200170,Ask Rose,INDUSTRY,Examining the Feasibility of a Mobile Mental Health Application in Psychotherapy,UNKNOWN,,,False,False,True,NA,"['Mental Health Wellness 1', 'Depression']",['mobile health']
NCT05573308,University of Illinois at Chicago,OTHER,Optimizing Orthodontic Appliances Efficiency With Remote Dental Monitoring and Artificial Intelligence Algorithms,RECRUITING,,"[{'name': 'American Association of Orthodontists Foundation', 'class': 'UNKNOWN'}]",,False,True,NA,"['Malocclusion', 'Misaligned Teeth']",
NCT05064527,"Mental Health Services in the Capital Region, Denmark",OTHER,A Wearable AI Feedback Tool for Pediatric OCD,COMPLETED,,"[{'name': 'Technical University of Denmark', 'class': 'OTHER'}, {'name': 'University of Copenhagen', 'class': 'OTHER'}]",False,False,True,,['Obsessive-Compulsive Disorder'],"['Signal processing', 'Oxytocin', 'Family Accommodation', 'Biosensor', 'Mobile app']"
NCT03713333,Scripps Health,OTHER,Implementing Digital Health in a Learning Health System,COMPLETED,,"[{'name': 'West Virginia University', 'class': 'OTHER'}]",True,False,True,NA,"['Cardiovascular Diseases', 'Hypertension', 'Heart Failure', 'Atrial Fibrillation', 'Metabolic Syndrome', 'Genetic Disease']","['digital health', 'handheld ultrasound', 'smartphone ECG', 'mobile health', 'point of care genomics', 'big data', 'artificial intelligence', 'learning health system']"
NCT05689307,Siva Health AG,INDUSTRY,Validation Study With a Non-CE Marked Medical Device (MD),ENROLLING_BY_INVITATION,,,False,False,True,NA,['Chronic Cough'],
NCT03871179,"Cognoa, Inc.",INDUSTRY,Cognoa ASD Diagnostic Device - Data Collection Study,WITHDRAWN,No participants enrolled,,False,False,True,NA,['Autism Spectrum Disorder'],
NCT06876259,University of Pittsburgh,OTHER,Artificial Intelligence Diagnostic Decision Support to Reduce Antimicrobial Prescriptions in Young Children With Colds,NOT_YET_RECRUITING,,"[{'name': 'Merck Sharp & Dohme LLC', 'class': 'INDUSTRY'}]",False,False,True,NA,"['Acute Otitis Media (AOM)', 'Upper Respiratory Infection']","['acute otitis media', 'diagnosis', 'artificial intelligence', 'diagnostic classifier', 'antimicrobial stewardship']"
NCT04300270,Karolinska Institutet,OTHER,Validation of a Novel Smartphone-based Method for Heart Rhythm Monitoring in the Home Environment,ACTIVE_NOT_RECRUITING,,"[{'name': 'Danderyd Hospital', 'class': 'OTHER'}]",False,False,True,,"['Atrial Fibrillation', 'Atrial Flutter', 'Arrhythmia']","['Smartphone', 'Photoplethysmography', 'Cardioversion', 'Telemonitoring', 'Validation', 'Mobile ECG']"
NCT06688396,Lancaster General Hospital,OTHER,Dilated Cardiomyopathy Detection Using AI and Screening With Mobile Technology (DCM-DETECT),RECRUITING,,"[{'name': 'Mayo Clinic', 'class': 'OTHER'}]",False,False,True,NA,"['Dilated Cardiomyopathy', 'Heart Failure', 'Heart Disease']","['Dilated Cardiomyopathy', 'Heart Failure', 'Heart Disease']"
NCT05303051,"University of California, San Francisco",OTHER,Validation of the Diabetes Deep Neural Network Score for Diabetes Mellitus Screening,WITHDRAWN,Mobile app incompatibility prevented the study from enrolling.,"[{'name': 'Azumio Inc.', 'class': 'UNKNOWN'}, {'name': 'Bristol-Myers Squibb', 'class': 'INDUSTRY'}]",,False,True,NA,['Diabetes'],
NCT05795842,Emory University,OTHER,DELTA (Detecting and Predicting Atrial Fibrillation in Post-Stroke Patients),RECRUITING,,"[{'name': 'Duke University', 'class': 'OTHER'}, {'name': 'National Heart, Lung, and Blood Institute (NHLBI)', 'class': 'NIH'}]",False,False,True,,"['Stroke, Ischemic']","['Cardiac monitoring', 'Atrial Fibrillation']"
NCT05949580,Hoffmann-La Roche,INDUSTRY,Study to Evaluate the Usability and Value of Integrated Digital Solutions in Medical Care of Participants With Multiple Sclerosis,RECRUITING,,"[{'name': 'icometrix', 'class': 'INDUSTRY'}]",False,False,True,,['Relapsing Remitting Multiple Sclerosis'],"['icobrain', 'icompanion', 'Multiple Sclerosis', 'Medical device', 'Patient app', 'Digital', 'Care management', 'Magnetic resonance imaging (MRI)', 'Deep learning', 'Artificial Intelligence (AI)', 'Patient Reported Outcomes (PRO)']"
NCT04655924,Aifred Health Inc.,INDUSTRY,Artificial Intelligence in Depression - Medication Enhancement,COMPLETED,,"[{'name': 'McGill University', 'class': 'OTHER'}]",True,False,True,NA,['Depression'],"['Depression', 'Treatment Selection', 'Decision Support', 'Artificial Intelligence (AI)', 'Machine Learning (ML)']"
NCT05236725,Wake Forest University Health Sciences,OTHER,Monitoring and Testing of Blood Pressure in Postpartum Women,ACTIVE_NOT_RECRUITING,,,False,False,True,NA,['Hypertension'],"['postpartum', 'blood pressure', 'women', 'blood pressure monitoring']"
NCT06472297,University of Southern California,OTHER,Continuous Glucose Monitoring in Prediabetes,COMPLETED,,"[{'name': 'National Institute on Minority Health and Health Disparities (NIMHD)', 'class': 'NIH'}]",True,False,True,NA,['Pre-diabetes'],"['Prediabetes', 'Glucose management', 'Feedback', 'Narrative education', 'Artificial intelligence', 'Contingency-shaped learning']"
NCT06512064,Indiana University,OTHER,Acoustic Waveform Respiratory Evaluation,RECRUITING,,"[{'name': 'National Heart, Lung, and Blood Institute (NHLBI)', 'class': 'NIH'}, {'name': 'University of Pittsburgh', 'class': 'OTHER'}]",False,False,True,NA,"['Asthma', 'COPD', 'Cystic Fibrosis', 'Ciliary Motility Disorders', 'Bronchiectasis', 'Airway Malacia', 'Healthy Control']",
NCT04606862,Morley Medical,INDUSTRY,A Clinical Trial to Evaluate the Efficacy of the Morley Medical Sepsis (MMS) Software Device in Predicting Sepsis in Adult Patients Using Artificial Intelligence (AI) Machine Learning Algorithms,UNKNOWN,,"[{'name': 'Morley Research Consortium', 'class': 'UNKNOWN'}]",False,False,True,NA,['Sepsis'],
NCT05167058,Cardiologs Technologies,INDUSTRY,Electrocardiographic Diagnostic Performance of the Apple Watch Augmented With an Artificial Intelligence Algorithm,COMPLETED,,,False,False,True,,"['Atrial Fibrillation', 'Tachycardia', 'Bradycardia', 'Premature Supraventricular Beat', 'Premature Ventricular Contraction']",
NCT04191330,Biofourmis Inc.,INDUSTRY,Artificial Intelligence Mobile Health Trial Of A Digital Platform To Optimize GDMT Using Wearable Sensors,ACTIVE_NOT_RECRUITING,,,False,False,True,NA,['Heart Failure'],
NCT06397469,"University of California, San Francisco",OTHER,Enhancing Attention and Wellbeing Using Digital Therapeutics,RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,False,True,NA,"['Aging', 'MCI', 'Cognitive Decline']","['healthy aging', 'attention', 'cognition', 'dementia', 'intervention', 'digital', 'behavioral', 'prevention', 'decline', 'stress reduction', 'Quality of life']"
NCT05948670,Woebot Health,INDUSTRY,Participant Satisfaction With the BUILD Mobile Application,COMPLETED,,,False,False,True,NA,"['Satisfaction, Personal']","['Woebot', 'LLM', 'Relational agent']"
NCT06582719,Montefiore Medical Center,OTHER,Evaluating the Efficacy of GPT-based Nutrition and Diabetic Counseling in Gestational Diabetes Management: A Randomized Controlled Trial (AIM-GDM),NOT_YET_RECRUITING,,,False,False,True,NA,['Gestational Diabetes'],
NCT06395636,Ann & Robert H Lurie Children's Hospital of Chicago,OTHER,Early Detection of Infection Using the Fitbit in Pediatric Surgical Patients,RECRUITING,,"[{'name': 'Northwestern University', 'class': 'OTHER'}, {'name': 'Central DuPage Hospital', 'class': 'OTHER'}, {'name': 'University of Chicago', 'class': 'OTHER'}, {'name': 'Loyola University Chicago', 'class': 'OTHER'}]",,False,True,NA,"['Appendectomy', 'Appendicitis', 'Appendicitis Acute']","['consumer wearables', 'machine learning', 'ML', 'Fitbit', 'infection', 'detection', 'algorithm', 'prediction']"
NCT06062433,Mayo Clinic,OTHER,A Study of Remote Asthma Management Using an Integrated Artificial Intelligence-assisted EHR Dashboard and Mobile Device Compared With Usual Asthma Care to Treat 6-17 Year Old Patients,ACTIVE_NOT_RECRUITING,,,False,False,True,NA,['Asthma in Children'],
NCT06346873,Mayo Clinic,OTHER,Demonstrating Efficacy of JOGO for the Treatment of Tremor,NOT_YET_RECRUITING,,,False,False,True,NA,['Functional Neurological Disorder'],['Functional Tremor']
NCT05321784,OHSU Knight Cancer Institute,OTHER,At-Home Dermoscopy Artificial Intelligence,TERMINATED,Inadequate enrollment,"[{'name': 'Oregon Health and Science University', 'class': 'OTHER'}]",,False,True,NA,['Malignant Skin Neoplasm'],
NCT06699056,"Peerbridge Health, Inc",INDUSTRY,AI-Enabled Direct-from-ECG Ejection Fraction (EF) Severity Assessment Using COR ECG Wearable Monitor,RECRUITING,,,True,False,True,,"['Ventricular Ejection Fraction', 'LVF', 'LV Dysfunction', 'Atrial Enlargement', 'Conduction Defect', 'Heart Failure', 'Valvular Heart Disease', 'Ischemic Heart Disease', 'Cardiotoxicity', 'Myocardial Infarction', 'Dilated Cardiomyopathy', 'HFrEF - Heart Failure with Reduced Ejection Fraction', 'HFpEF - Heart Failure with Preserved Ejection Fraction', 'Syncope', 'Remodeling, Cardiac']","['ECG Patch', 'LVEF', 'Holter', 'ECG Wearable', 'COR', 'Atrial Conduction', 'ECG Biomarker', 'LV Dysfunction', 'SaMD', 'Clinical Decision Support', 'ECG', 'EF Severity', 'Ejection Fraction', 'AI', 'Atrial Enlargement', 'Electrical Remodeling']"
NCT06163378,Rubato Life,OTHER,Effects of an Algorithmically Enhanced Personalized Music-based Intervention in Patients With Dementia,RECRUITING,,,False,False,True,NA,['Music'],"['Dementia', 'Music', 'Anxiety', 'Depression']"
NCT06647225,Murdoch Childrens Research Institute,OTHER,Using Artificial Intelligence to Screen for Hip Dysplasia,RECRUITING,,,False,False,True,NA,['Developmental Dysplasia of Hip'],"['hip dysplasia', 'artificial intelligence', 'ultrasound', 'screening', 'infants']"
NCT05470478,VA Office of Research and Development,FED,iBCI Optimization for Veterans With Paralysis,NOT_YET_RECRUITING,,,False,False,True,NA,"['Spinal Cord Injury', 'Amyotrophic Lateral Sclerosis', 'Brain Stem Infarctions', 'Locked-in Syndrome', 'Muscular Dystrophy']",
NCT03946319,Introspect Health,INDUSTRY,"Personalized, Transdiagnostic Approach to Preventative Mental Health",UNKNOWN,,,True,False,True,NA,"['Mental Health', 'Mental Disorders', 'Delivery of Health Care', 'Self-Assessment', 'Diagnosis, Psychiatric']","['Internet Interventions', 'eMental Health', 'mHealth', 'Transdiagnostic', 'Behavioral Health', 'Wellness', 'Connected Health', 'Introspect']"
NCT06920290,Sight Intelligence Engineering Corporation,INDUSTRY,Optimization of Visual Field Perimetry With Artificial Intelligence,NOT_YET_RECRUITING,,,False,False,True,,"['Glaucoma', 'Visual Field Defect']","['Visual field test', 'Visual field defect', 'Perimetry', 'Virtual Reality', 'Glaucoma', 'Artificial Intelligence', 'Threshold Perimetry']"
NCT04577573,VA Office of Research and Development,FED,Cognitive-based Prosthetics to Improve Grasp and Reaching After SCI,COMPLETED,,"[{'name': 'Stevens Institute of Technology', 'class': 'OTHER'}]",False,False,True,NA,"['Spinal Cord Injuries', 'Hand Weakness']",
NCT02925299,Jaeb Center for Health Research,OTHER,Day and Night Closed-loop in Young People With Type 1 Diabetes,COMPLETED,,"[{'name': 'National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'class': 'NIH'}, {'name': 'Cambridge University Hospitals NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'University of Colorado, Denver', 'class': 'OTHER'}, {'name': 'Indiana University', 'class': 'OTHER'}, {'name': 'The Leeds Teaching Hospitals NHS Trust', 'class': 'OTHER'}, {'name': 'Stanford University', 'class': 'OTHER'}, {'name': 'Yale University', 'class': 'OTHER'}, {'name': ""Nemours Children's Health System"", 'class': 'OTHER'}]",True,False,True,NA,"['Diabetes Mellitus', 'Diabetes Mellitus, Type 1', 'Glucose Metabolism Disorders', 'Endocrine System Diseases', 'Autoimmune Diseases']",
NCT03333876,Philips Respironics,INDUSTRY,"In Home Assessment of Three Anti-Snoring Devices, a Cross Over Study",COMPLETED,,,False,False,True,NA,['Snoring'],
NCT06240091,Woebot Health,INDUSTRY,Potency and Precision Investigation,COMPLETED,,,False,False,True,NA,"['Depression, Anxiety']","['Woebot', 'Relational agent', 'Digital mental health intervention', 'Chatbot', 'Conversational agent', 'Natural language processing', 'Artificial intelligence']"
NCT05406778,Spark Neuro Inc.,INDUSTRY,SPARK Neuro REMIND Study,RECRUITING,,,True,False,True,NA,"['Alzheimer Disease', 'Cognitive Impairment']","['EEG', 'Electroencephalography', 'Machine learning']"
NCT04877535,Washington University School of Medicine,OTHER,Pilot Study for Postoperative Machine Learning,COMPLETED,,"[{'name': 'National Center for Advancing Translational Sciences (NCATS)', 'class': 'NIH'}]",False,False,True,NA,['Surgery--Complications'],"['Telemedicine', 'Anesthesia Control Tower', 'Machine Learning', 'Forecasting Algorithms', 'Handoff effectiveness']"
NCT05771844,Brain Electrophysiology Laboratory Company,INDUSTRY,Home Sleep Therapy for Older Adults With MCI,RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}, {'name': 'Wake Forest University', 'class': 'OTHER'}]",True,False,True,NA,"['Mild Cognitive Impairment', 'Sleep', 'Transcranial Electrical Stimulation', 'Machine Learning', 'Memory']","['Slow Wave Sleep', 'NREM N3 Sleep']"
NCT05161065,Cardiologs Technologies,INDUSTRY,Comparison of QT Interval Readings Between Smartwatch Combined With Cardiologs Artificial Intelligence and 12-lead ECG,COMPLETED,,,False,False,True,,['Atrial Fibrillation'],
NCT06326424,Ohio State University,OTHER,Delirium Identification in Older Patients With Alzheimer's and Other Related Dementias In the Emergency Department,RECRUITING,,,False,False,True,,"['Delirium', 'Dementia', 'Hospital Acquired Condition']","['emergency department', 'delirium', 'older adults', 'dementia']"
NCT06042023,University of Leeds,OTHER,Remote Patient Monitoring for Preoperative Risk Assessment,RECRUITING,,"[{'name': 'The Leeds Teaching Hospitals NHS Trust', 'class': 'OTHER'}]",False,False,True,NA,"['Abdominal Neoplasm', 'Surgery', 'Surgery-Complications', 'Risk Assessment']",
NCT06696339,"PreemptiveAI, Inc",INDUSTRY,Assessment of Heart Rate Measurement Accuracy for the PreemptiveAI SDK in Adults,ACTIVE_NOT_RECRUITING,,,False,False,True,,['Heart Rate in the General Public'],
NCT06633978,"University of California, San Francisco",OTHER,"Studying the Effects of Digital Interventions on Cognition, Wellbeing, Stress, and Sleep in Older Adults",RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",False,False,True,NA,"['MCI', 'Aging']","['meditation', 'sleep', 'stress', 'attention', 'cognition', 'memory']"
NCT05775809,Sir Run Run Shaw Hospital,OTHER,Prospective Clinical Cohort Study of Depression,ENROLLING_BY_INVITATION,,,,True,True,,['Major Depressive Disorder'],
NCT06909682,University of Salerno,OTHER,AI-Based Monitoring System for Chronic Heart Failure With Advanced Wearable and Mini-Invasive Devices,NOT_YET_RECRUITING,,,False,False,True,,"['Chronic Heart Failure', 'Cardiovascular Diseases', 'Heart Failure With Reduced Ejection Fraction (HFrEF)', 'Heart Failure With Preserved Ejection Fraction (HFPEF)', 'Congestive Heart Failure Chronic']","['Wearable Medical Devices', 'Remote Patient Monitoring', 'Artificial Intelligence in Cardiology', 'Smart Wearables for Healthcare', 'Observational Study in Heart Failure', 'AI-Based Predictive Modeling', 'Telemedicine in Heart Failure', 'Non-Invasive Health Monitoring', 'Personalized Medicine for CHF', 'Quality of Life Improvement in Heart Failure', 'Heart Failure Readmission Prevention', 'Telehealth in Chronic Disease Management', 'Digital Health Solutions for Heart Disease']"
NCT03458806,"University of California, San Francisco",OTHER,Phono- and Electrocardiogram Assisted Detection of Valvular Disease,COMPLETED,,"[{'name': 'Eko Devices, Inc.', 'class': 'INDUSTRY'}]",False,False,True,,"['Aortic Valve Stenosis', 'Mitral Regurgitation', 'Heart Murmurs', 'Valvular Heart Disease']","['Auscultation', 'Phonocardiogram', 'Machine Learning', 'Heart Sounds']"
NCT06382207,Virginia Commonwealth University,OTHER,Effectiveness of the Eko Digital Stethoscope in Capturing Infant ECGs,RECRUITING,,"[{'name': 'Eko Devices, Inc.', 'class': 'INDUSTRY'}]",False,False,True,NA,['Tachyarrhythmia'],"['Infant Tachyarrhythmia', 'Cardiac Rhythm', 'Digital Stethoscope']"
NCT06017089,University of Virginia,OTHER,The Pediatric Artificial Pancreas Automated Initialization Trial,COMPLETED,,"[{'name': 'National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'class': 'NIH'}, {'name': 'Jaeb Center for Health Research', 'class': 'OTHER'}, {'name': 'University of Colorado, Denver', 'class': 'OTHER'}, {'name': 'Stanford University', 'class': 'OTHER'}]",True,False,True,NA,['Type 1 Diabetes'],"['Type 1 Diabetes', 'Continuous Glucose Monitor (CGM)', 'Tandem t:slim Insulin Pump with Control-IQ Technology', 'Control-IQ Technology (CIQ)', 'Artificial Pancreas (AP)', 'Artificial Intelligence (AI)', 'Closed loop control (CLC)', 'Diabetes Assistant (DiAs)']"
NCT05815017,"Rutgers, The State University of New Jersey",OTHER,YOOMI: Effect of Gamified Physical Therapy Exercise Software on Inpatient Mobility,RECRUITING,,,False,False,True,NA,"['Weakness, Muscle', 'Delirium in Old Age', 'Muscle Atrophy or Weakness', 'Muscle Loss', 'Hospital Acquired Condition', 'Physical Disability', 'Physical Inactivity']","['Artificial Intelligence (AI)', 'Physical Therapy', 'Hospitalization related muscle atrophy', 'Hospitalization associated decline', 'Inpatient rehabilitation', 'AI driven physical therapy']"
NCT03474315,Medical University of Warsaw,OTHER,Interactive Patient's Assistant - LUCY,UNKNOWN,,,False,False,True,,['Chronic Heart Failure'],"['Cardiac implantable electronic device', 'Cardiac resynchronization therapy', 'Implantable cardioverter-defibrillator', 'Machine learning', 'Mobile application', ""Patient's assistance""]"
NCT04608617,"Viz.ai, Inc.",INDUSTRY,SYNCHRONISE: LVO Triage Timing and Outcome Study,COMPLETED,,,False,False,True,,"['Stroke, Ischemic']","['Artificial Intelligence', 'Large Vessel Occlusion']"
NCT04701177,Greece 2021 Committee,OTHER_GOV,"Digitally-enhanced, Decentralized, Multi-omics Observational Cohort",ENROLLING_BY_INVITATION,,"[{'name': 'Ionian University', 'class': 'OTHER'}, {'name': ""Greek Alzheimer's Association and Related Disorders"", 'class': 'OTHER'}]",True,False,True,,"['Presymptomatic Disease', 'Mild Cognitive Impairment', 'Memory Loss (Excluding Dementia)', 'Cognitive Change', 'Dementia', 'Alzheimer Disease', ""Parkinson's Disease and Parkinsonism""]",['Digital Biomarkers']
NCT03905863,Inotec AMD Limited,INDUSTRY,The Effect of Natrox® Oxygen Wound Therapy on the Healing Rate of Chronic Diabetic Foot Ulcers,COMPLETED,,"[{'name': 'SerenaGroup, Inc.', 'class': 'NETWORK'}]",False,False,True,NA,"['Diabetic Foot Ulcer', 'Surgical Wound']","['topical oxygen', 'topical oxygen treatment', 'diabetic foot ulcer', 'non-healing wound', 'surgical site', 'pain', 'wound size', 'healing', 'infection']"
NCT04244786,New York State Psychiatric Institute,OTHER,Treating Self Injurious Behavior: A Novel Brain Stimulation Approach,COMPLETED,,,False,False,True,NA,"['Self-Injurious Behavior', 'Self Harm', 'Self-injury', 'Self-inflicted Injury', 'Self Injurious Behavior Without Suicidal Intent', 'Non-Suicidal Self Injury', 'Non Suicidal Self Inflicted Injury', 'Cutting', 'Depression', 'Bipolar Disorder', 'Borderline Personality Disorder']","['Transcranial direct current stimulation', 'Transcranial electric stimulation', 'non-invasive brain stimulation', 'tDCS']"
NCT06763549,"Peerbridge Health, Inc",INDUSTRY,COR-INSIGHT: Optimizing Cardiovascular and Cardiopulmonary Outcomes with AI-Driven Multiplexed Indications Using COR ECG Wearable,ENROLLING_BY_INVITATION,,,True,False,True,,"['Cardiopulmonary Failure', 'Myocardial Infarction (MI)', 'Heart Decompensation', 'Heart Failure', 'HFrEF - Heart Failure with Reduced Ejection Fraction', 'HFpEF - Heart Failure with Preserved Ejection Fraction', 'Syncopation', 'Syncope', 'Ischemic Cardiovascular Disease', 'STEMI', 'STEMI (ST Elevation MI)', 'Atrial Fibrillation (AF)', 'Atrial Enlargement', 'LVF', 'Conduction Defect', 'Conduction Abnormalities', 'Heart Block', 'Valvular Diseases', 'Cardiac Output, Low', 'Stroke Volume', 'Stroke Volume Variation', 'Hyperkalemia', 'Hypercalcemia', 'Hypocalcemia', 'LV Dysfunction', 'QT Prolongation', 'Sudden Cardiac Death Due to Cardiac Arrhythmia', 'Ventricular Arrhythmia', 'Pacing', 'Pacing Induced Dyssynchrony', 'Silent Ischemia', 'Pericarditis', 'Sleep Related Breathing Disorder', 'RSA', 'Apnea, Obstructive', 'Cardiac Output Measurement', 'Respiratory Impedance', 'CRT And/or ICD', 'Infarction', 'Cardiomyopathies, Primary', 'Hypertrophy']","['CORMDX', 'COR', 'Peerbridge COR', 'CardioMIND', 'CardioQSync', 'GenAI', 'COR-INSIGHT', 'COR INSIGHTS', 'INSIGHT REPORT', 'Respiratory ECG', 'SAMD', 'direct-from-ECG', 'ECG Derived Indications', 'Electrical Remodeling']"
NCT06633952,"University of California, San Francisco",OTHER,Accelerating Cognitive Gains From Digital Inverventions With Noninvasive Brain Stimulation,RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",False,False,True,NA,"['Aging', 'MCI']","['healthy aging', 'cognitive decline', 'prevention', 'brain stimulation', 'attention', 'memory']"
